,waktu,username,tweet
663,2022-06-11 09:45:21,nuklindana_dk,"Tadi pagi antar anak ke RS berobat ke poli anak, wih rame yah. Efek PTM 100% kali yah kalau ada 1 orang di kelas sa… https://t.co/nLtU8xyU44"
664,2022-06-11 09:38:06,Anushkaa_tanwar,Main 4 th year mai hu or ptm ka nahi bataya isliye daat kha rahi hu
665,2022-06-11 09:35:49,mr_techstar,@mahsod_ik @tkkhan1987 @Irfankh76788910 @realshoaibmalik @P_Musharraf PMLN wlo ko to wese bhi ye jubta uper se army… https://t.co/9G3g8Diz3Z
666,2022-06-11 09:28:25,Luciflith,Buruan full ptm deh ya. Biar saya konsen belajarnya
667,2022-06-11 09:02:08,baltistanimunaa,@Gulalai_Ismail @Xadeejournalist Bs kr pagli rulayega kia ... Apky waldain ka pata ni laikin unki beti certified gh… https://t.co/yVenJ74SNg
668,2022-06-11 08:26:06,chuyaguirrez,Gohan ptm te amo
669,2022-06-11 08:22:54,RicardiManrique,PTM YA
670,2022-06-11 07:47:32,sanakhan55545,@MrsNasi05832580 @Wass_Eem @CMShehbaz Oh Bai PTM kaha say ghadar ho gia is ki zara wazahat karay
671,2022-06-11 07:32:00,ranichq,Wakakakaka kena preng kita semua masih ptm lusaa
672,2022-06-11 07:21:58,drksidexfthesun,sisoy ptm qsjekwjdk https://t.co/YhgAmYjo69
673,2022-06-11 07:08:52,harithzaid__,"orang lain dah habis ptm, kita ni dah setahun lebih kerja pon takde khabar berita pon lagi🤣"
674,2022-06-11 07:00:34,HerreraaaKeev,Ptm tiktok me la sube 🤣🤣
675,2022-06-11 07:00:01,Afridi76799772,@ManzoorPashteen Toso na yu swal.. Thaso k dy peoples party pa khilaf der ehtijaj kawal to wo ali wazir wo mohsin d… https://t.co/cLRoYYxOR2
676,2022-06-11 06:47:26,sanakhan55545,@_Mahirim @ImranKh74837665 @ManzoorPashteen Bai Ali wazir ko ilam nahi hay ye Sara kam mohsin dawar ka hay wo ptm k… https://t.co/3pA5JhGbsO
677,2022-06-11 06:37:07,capyvaraw,ptm ajhdkasjd el [redacted]
678,2022-06-11 06:07:46,pertalitefull,@sk8terjie gwej yg tiap ptm bawa hp bilek👁👅👁
679,2022-06-11 06:04:31,Abhihamjindahai,@Gujju_chhokri @tiger_hearts Tmara sir ptm kri dei to sahmat chu k sir ne sir no bolavva joiye baki bolavva joiye 😂
680,2022-06-11 05:47:38,KTarunaCempaka,Selamat Bertanding Pemuda PTM Gelora Cempaka Desa Karang Cempaka di Turnamen tenis meja SMAS ON DRUG BNN CUP 2022 d… https://t.co/Ap7smbPpBs
681,2022-06-11 05:42:08,leamaya6,"klo udh dpt wangsit
jgn lupa maju lgi Mak 😄😄😄😄😄

ingat!!!!!
PTM hrs kuat dan ttp soliddddd 💪💪💪💪
jgn smp kyk gemblun… https://t.co/GpAkJc7rzv"
682,2022-06-11 05:23:37,evagintingsuka,"@Ritafauzh Ide cemerlang Bunda...

Siap siap di demo ya PTM... 🤣"
683,2022-06-11 04:43:27,KabarBanten72,"Kota Serang Level 1, Aktivitas Masyarakat 100 persen, PTM Masih Dibatasi https://t.co/F5XV4wFfSE"
684,2022-06-11 04:35:00,adanapublishing,PTM kali ini bikin mata saya pedih🥹. Pelajarnya meletakkan gambar-gambar saya sedang mengatur kotak buku kenang-ken… https://t.co/pH7Mnz4E0F
685,2022-06-11 03:49:20,woniemiauw,ptm ni 50m
686,2022-06-11 03:38:07,ladelpeloloco,Ptm nicagando JAHSKAJAKAJAKA
687,2022-06-11 03:34:20,Korem072Pmk,Babinsa Ngampilan Hadiri Skrining PTM Lintas Sektoral https://t.co/sRuD66om5T
688,2022-06-11 03:30:43,Manu_CMX,PTM Boston 🤬 https://t.co/kyXHnJLflf
689,2022-06-11 03:26:33,niquesemii,"@lalaaskyyy dom bekasii, udah 50% ptm sii tpi masih banyak yg pilih 100% online gituu"
690,2022-06-11 03:25:13,JG_Garza_F,Ptm Boston 👿👿
691,2022-06-11 03:20:11,MalikYa75780210,"@Sumaira_Khatana @OfficialDGISPR Pak Army,Puri qom ki tra  pehla Ishq Tha,but Ajkal me to Bajwa sb ki wja se Neutra… https://t.co/32f9M3cH8L"
692,2022-06-11 02:51:53,MalikYa75780210,"@Skiper786 Jis Milatary ko PDM,ptm or Indian 5th generation War me,2018 se hmm log defend kr rhy thy,
In siasi khan… https://t.co/vYdSGDxfB3"
693,2022-06-11 01:49:34,yusufrmdhn31,"Dikatakan Gubernur Jatim, sekolah pertemuan tatap muka (PTM) dan penonton pada pertandingan olahraga hanya boleh 10… https://t.co/xP6CXhk9Hj"
694,2022-06-11 01:41:33,HerreraEddd,Ptm Pnch leo:(
695,2022-06-11 01:39:09,FatyRmz5,"Hagan stream PTM 😡😭💜
#ReadyForProof #YetToCome #YetToCome_BTS https://t.co/C7CoYOkYc1"
696,2022-06-11 01:25:16,Dewihast,"Kalau itu coklat, berbaringlah. 
Kalau itu hitam, lawan pakai kayu bisa
Kalau itu putih, tidur saja. 

Cerita Kinan… https://t.co/Qln1AaiLgl"
697,2022-06-11 01:10:12,lutfimove,"PDL Loreng TNI (untuk Satpur Kodam II/Swj, IX/Udy, XIII/Mdk dan XVI/Ptm)... (11/Jun) , trend - Eril #tender #lelang https://t.co/SocE4M9xUf"
698,2022-06-11 00:47:41,WordsFromEve,"KOOOMOOOOOO 
PTM!!!!! https://t.co/MdySxZvRG4"
699,2022-06-11 00:30:25,yoongomitas,hagan stream ptm
700,2022-06-11 00:23:22,pkm_bosel,"6. Posbindu rm: mas topan 

7. Posbindu BT: ibu nur 

8. Posyandu BT n RM: sesuai tupoksi 

9. Rapat bulan deteksi… https://t.co/aqfAuQwUOY"
701,2022-06-10 23:52:38,Alejand01941817,@cccaballero10 😂😂 tu ptm cuenta fakw
702,2022-06-10 23:47:49,apasiyass,"ptm day 108
MUKA BAHAGIA ND REMEDI BING YAALLAH https://t.co/6ZgFcg0JSX"
703,2022-06-10 23:43:42,itsasadgay,@CryBabyBlue333 @rabanitogei JAHDJASHJDASD ptm q random
704,2022-06-10 23:03:22,mirxneffy,ptm pinche cofy:((
705,2022-06-10 23:02:27,Martha_S_7,HAGAN STREAM PTM‼️‼️😤
706,2022-06-10 22:54:38,mannapxX,HAGAN STREAM PTM
707,2022-06-10 22:31:43,KSJ21041_,"@spicymoony Ptm q mal, faitin"
708,2022-06-10 21:40:38,prettymomoriing,y ponerme delulu while doing it ptm
709,2022-06-10 21:16:56,xkmena3,ne ya vali ptm
710,2022-06-10 21:10:00,kortoghlu,@AtiqPTI_1 DFM mtlb due fitty mu.. PTI ka Naam khrab na kro Ye PTM Waly ab khud ko PTI Waly kehna Shuru kr gy hn Ky… https://t.co/YDcSMwJgnP
711,2022-06-10 21:09:53,IS_REAL5924,PTM lol https://t.co/d6nAV2bYSv
712,2022-06-10 20:26:49,hug4vh,WNNNN EL JINKOOK PTM SOT LAGRIMAS https://t.co/0PQhos2OOh
713,2022-06-10 20:14:12,jiminesmivaron,PTM RUN BTS ES UNA DROGAAAAAA
714,2022-06-10 20:04:14,H00NJM,ptm jungkook ft. lapagol
715,2022-06-10 20:03:21,amarillalavida,"Ptm, ya me spoilee. :):):):):)"
716,2022-06-10 19:48:57,andresvillato17,PTM si fui JAKDBAKNA https://t.co/MsZE4IyVYC
717,2022-06-10 19:41:39,B_Puac_M,"PTM la bzrp Sessions #51 
Fuuuuuuck  😮‍💨"
718,2022-06-10 19:37:40,cora_vuelve,PTM JAKDJAKSAJJAJA https://t.co/y30Y6j1f76
719,2022-06-10 19:32:00,vantaewbearly,"Ah ptm yutu cooperaaaaa
#YetToCome #TheMostBeautifulmoment #BTS_Proof @BTS_twt 
https://t.co/KqJMWMSfhK"
720,2022-06-10 19:06:33,ifyouthv,PTM TAEHYUNG ME TIENES LOCA
721,2022-06-10 18:11:12,rfsdfhsfbhwsfgb,"@RazaBltee @AK_Forty7 @ManzoorPashteen @Xadeejournalist Agr Cabina ma nahi, tou hi yh Shehbaz Enhi 2 votes sy too P… https://t.co/ODBekPzrUU"
722,2022-06-10 18:01:28,UsamaKh64628277,@MarwanWazir786 @Noorullah_PTM Pa zra kharab ya
723,2022-06-10 17:45:50,debilereccion,@iDannKiller17 PTM 😂🤣😂🤣 dale bb
724,2022-06-10 17:16:29,H3i_Tita_,MMN QUE SI ERA PTM JAJAJDJADKLSJK
725,2022-06-10 17:16:16,chllaby,MOMON QUE SI PTM AKSGSLSHSI 😭😭😭😭
726,2022-06-10 17:04:35,NoCrimeminister,"Ye b PTM se nikli 🥵
Dahshat gard ✌️ lanat neutral py
💵🇺🇸💰Utny lo jitny hazm kr sako✌️✌️✌️ https://t.co/e3O1MNCrMB"
727,2022-06-10 16:32:42,SaddamH1947,"@zinya_khan @Restless_SouI Very good, matlab ab Nawaz sharif, zerdari, Meryam, Fazloo aur khawaja asif jese ptm k j… https://t.co/UlnqoYrD8J"
728,2022-06-10 16:30:23,Demian_Alex7,MIMI MIMI MIMI PTM MIMIIIIIIIII https://t.co/1mwwwjcHzR
729,2022-06-10 16:06:00,seesawval,@BTS_twt JIMIN PTM
730,2022-06-10 16:02:49,juminmysun,Ptm Dokja
731,2022-06-10 15:55:41,rhablii,@anzttt Smangat ptm nyaa
732,2022-06-10 15:46:00,_btspoptitans_,PTM JAKAKKAKA https://t.co/7PzS5cXGJt
733,2022-06-10 15:42:57,Drjunaidch01,@jakhar_haroon Koi ni dsta PTM mn sary masly hal ho jien gy🤣
734,2022-06-10 15:41:00,CheGuevaraTror,@ShadhGull @Zohaibpashteen1 @ManzoorPashteen Da soch warla ragh karai cha wo? Sta ase PTM hr khabare na ikhtelaf dai.
735,2022-06-10 15:32:47,ridwan_hakimm,"@anzttt Justru full ptm malah makin seru, mangat!"
736,2022-06-10 15:18:52,_eeeevon,@androovii PTM low
737,2022-06-10 15:17:16,lxxnjaem,"Sumpah gue pernah gini, awal ptm januari kemaren kan gue kacamataan yak trus gue di kelas heboh sendiri nyariin kac… https://t.co/8MwgFSic2j"
738,2022-06-10 15:15:22,anzttt,SMA ptm 100% takut bangett 😧☝🏻
739,2022-06-10 14:54:55,kwintete,HAGAN STREAM PTM
740,2022-06-10 14:46:49,jinkoocitys,@BTS_twt PTM AKE A  AS S AKAHLASV
741,2022-06-10 14:39:49,NoCrimeminister,"Ye sary PTM se hen,Asif Ghafor
Neutral zaray 🤔
@OfficialDGISPR https://t.co/UNDsUmUuZo"
742,2022-06-10 14:34:59,lovestrucklake,@incruediblez AK KALO SEKOLAH PTM JADI GAK NOLEP WWRWRWRWRWWR SKRG AK DIRUMAH LGY
743,2022-06-10 14:31:26,NoCrimeminister,@ColhashimDogar @UNKNOWNHACKERRS @arsched @ARYSabirShakir Ye Sara kuch harami neutral kr Raha he es se pocho bloody… https://t.co/pFecvntSsU
744,2022-06-10 14:07:33,YogurtMX,@vblmm asi si dan ganas ptm🤑
745,2022-06-10 13:57:13,rahmioktaria01,"Terimakasih perjalanan semester 4 kali ini hihihi
Banyak hal baik yang dapat di syukuri, ada hal buruk untuk di jad… https://t.co/gEFWCUZ8kE"
746,2022-06-10 13:41:03,neelimadhawan,@SSai0618 @11_ruchika @pallavitari Haan usney tou anu ko schul mein PTM mein bhi bulaya ab 20 ki ho bhi gayi
747,2022-06-10 13:21:40,niquesemii,kok takut nnti pas ptm nilainya turun ya 😭 pdhl slama online ga nyontek.. tapi takut nnti nilai turun trs dikira nyontek 🥲🥲
748,2022-06-10 13:20:41,sassysedc,"Ptm, amo RUN BTS."
749,2022-06-10 13:16:42,MaseedSifat,@khybereena @HayatPreghal Da cha kala Dubai sha wa alta ptm sha wa cha pata wa werta cha jail shata agha ta ya Kuna nashwa tinga
750,2022-06-10 13:14:25,MaseedSifat,@khybereena @HayatPreghal Wo ab ptm me ni ha bhagorra ha Dubai bag gaya 🙈🙈
751,2022-06-10 13:01:44,ttwicetagram___,PTM LO MANDE UWU
752,2022-06-10 12:59:51,thvjkj,"@armyfess_ bedanya itu karna banyak faktor juga sih nder jadi ga bisa di compare, contohnya ya durasi mv, situasiny… https://t.co/AWQSsA5uLP"
753,2022-06-10 12:55:49,lvjaeminn,"Kerasnya SMK baru kerasa pas udah ptm, dulu waktu pjj masih enak"
754,2022-06-10 12:52:46,4414d_,"Waktu sebelum corong jual, pas ptm alat tulis doang anjirt mana kelur puh ga bole https://t.co/1psoOxtlil https://t.co/vDTGqjGNzW"
755,2022-06-10 12:40:39,vntespaIette,ptm yoongi😭😭😭 https://t.co/QRboWjsxlt
756,2022-06-10 12:35:27,radarjogja,"PTM 100 Persen, LLDIKTI Wilayah V Imbau Kampus Tetap Jalankan Prokes Ketat https://t.co/hEvJpIPhOp via @radarjogja"
757,2022-06-10 11:45:38,trvagi,PTM WKWBEENE😭 https://t.co/2YcCvOaCwV
758,2022-06-10 11:40:44,istghi,kangen ptm biasa
759,2022-06-10 11:24:55,bananana0111,"dan ya aku lanjutin les ku tanpa bolong bolong lagi. tapi ada masalah lagi, yaitu uangku mulai habis. untung waktu… https://t.co/574Do84hSs"
760,2022-06-10 11:18:23,wartabangka,Dinas Pendidikan Masih Kaji Kebijakan PTM Lima Hari  https://t.co/mjnyBhIYiv
761,2022-06-10 11:15:17,JaelJulian_,Ptm btc cae ya por favor https://t.co/6TqhiwiEuY
762,2022-06-10 10:56:44,groneocc,Ptm mi presiiiiiiii https://t.co/kwCZoZ9ZbM
763,2022-06-10 10:44:06,peacefulmelodyy,"@subschfess nggapapa, bujuk aja nderr
temenku dulu waktu diajak foto yb ada yg gamau dan alesannya tu gajelas
akhir… https://t.co/9DBnPRlnzH"
764,2022-06-10 10:37:52,ckh190304,"@xxyeonnie Aku sbnrnya ngerasa biasa aja krna selama ini daring, tpi abis pertama ptm itu baru nyadar kalau emng udah sepanjang itu....."
765,2022-06-10 09:16:36,riceaxolotl,"@cheolsssa semiga lebih hepi sihh, kls 12 baru mulai ptm full soalnya 🤩"
766,2022-06-10 09:01:24,MrsNasi05832580,@Wass_Eem @CMShehbaz Noor alam b punjabi tha? PTM waly punjabi hain. Firkawariyat na philaye
767,2022-06-10 08:54:13,bentompul64,"@sgits1 @Mdy_Asmara1701 Lah ga mau jd sponsor, emang salah nya dimana ?
Itu bukan duit nenek moyang ahok atau dir p… https://t.co/B6nsfyKev9"
768,2022-06-10 08:13:03,iclinomaniia_,"TAU GA SIH INI TUH EFEK SMUANYA UDA SERBA OFFLINE. KYK KERJA SKOLAH TUH UDA PD WFO/PTM, TEMEN GUE AJA BR PULSEK SKR… https://t.co/gEx7FB87Zy"
769,2022-06-10 08:02:07,ilove_rkive,USEN SHAZAM PTM https://t.co/oTANVLL9fr
770,2022-06-10 07:50:26,JorgeCejin,@josecanmd Mmmm ptm ya valio kep
771,2022-06-10 07:42:15,favcigarettes,"masalahnya harta karun ak dibalikin kpn, ak gaada PTM lagi loh kk"
772,2022-06-10 07:35:51,middleoftn,"@schfess ketemu nya pas ptm alias jarang bgt, kl ketemu jg kayanya dia ga ngeh mana cowo lg, jd ga yg deket2 bgt"
773,2022-06-10 07:13:07,luxiaodery,"@DERYNIEL ptm guys, cm tes nya di HP aja"
774,2022-06-10 06:38:28,cherrycamx_,CARAJO DAYDREAMING NAO PTM MI TOP 3 DE HH 😭 https://t.co/cnQHq6l0ea
775,2022-06-10 06:26:15,alypark95,"🔪🔪🔪 ME GENERAN VIOLENCIA. ‼️HAGAN STREAM PTM‼️
‼️HAGAN STREAM PTM‼️
‼️HAGAN STREAM PTM‼️
‼️HAGAN STREAM PTM‼️ 
‼️HA… https://t.co/zu9WOx9UXB"
776,2022-06-10 06:06:06,Short_seok,PTM hagan streaming a #BTS_Proof #BTSCOMEBACK2022 https://t.co/xx4DUd3ijv
777,2022-06-10 05:59:22,qerdust,Itu juga yg 2 nya selang seling ptm nya gantian anjirlah
778,2022-06-10 05:58:24,qerdust,Dari 8 matkul ku ternyata cuma 4 matkul yg ptm
779,2022-06-10 05:57:21,os_martinaa,Ptm yaa
780,2022-06-10 05:51:48,Jungk0OK_Sweet,@gyarujims @BTS_twt TE NECESITO CON VIDA* PTM JSNSJSBSNS
781,2022-06-10 05:46:39,jkiIusion,PTM KO DSBIA https://t.co/vy0EJrFp1p
782,2022-06-10 05:46:01,NatsuTavo,"PTM Kyaaa 😭😭😭😭😭😢😢
#BTS_Proof https://t.co/Z2lMIz4EFO"
783,2022-06-10 05:40:55,corgxi,@savyasu DL IYA PA PERTAMA KLI PTM TP SKRG LO ASIK BGT
784,2022-06-10 05:25:37,vhourlybts,KWKFKSKF PTM https://t.co/1QisJlUBVI
785,2022-06-10 05:23:32,amorsielo,ptm con bts
786,2022-06-10 05:21:57,Angela80290912,"RUN BTS ES UN TEMON PTM
#방탄소년단 #BTS_Proof #PROOF #BTS_Proof #YetToCome #TheMostBeautifulMoment"
787,2022-06-10 05:20:47,bwts_nat,PTM HAGAN STREAM
788,2022-06-10 05:12:13,bangtanmooidz,PTM PTM YA SALIO CD3 en BANGTANTV NMMS NMMS AHI ESTA BOYZ WITH FUN LEA JUROO Q ME VA DAR ALGO
789,2022-06-10 05:04:22,hanalvschan,HAGAN STREAM PTM
790,2022-06-10 05:02:50,MaraFer02599936,"PTM, ME ENCANTAS DEMASIADO, JEON JUNGKOOK !^#*@&amp;@,!(*×@ https://t.co/ln2QnNIx1E"
791,2022-06-10 05:01:55,ttgukv_twt,PTM RUN BTS ES UNA JOYA
792,2022-06-10 04:55:07,prodjkoov,Porfquw hoy ptm
793,2022-06-10 04:52:13,__AliMin,SOEKJIN PTM
794,2022-06-10 04:50:16,minjess_v,PTM JUNGKOOK https://t.co/tnUjfmCVVF
795,2022-06-10 04:42:57,12syana,syukur proof dropped before start kerja. tapi tu la anniversary debut day tu hari 1st ptm 🥲
796,2022-06-10 04:42:48,ferchisyei,PTM RUN BTS
797,2022-06-10 04:40:58,sashita___,RUN BTS JESUS AYUDAAAA PTM
798,2022-06-10 04:31:36,_dynamitxe,PTM RUN BTS ES UNA JOYITATDKLSJSODKKS
799,2022-06-10 04:24:11,jminibaa,PTM RUN BTS PTM
800,2022-06-10 04:24:04,nbiebs36,RUN BTS MI ROLA PTM
801,2022-06-10 04:22:36,_bangtanholic,ptm con run bts mi rola yaaaa
802,2022-06-10 04:20:26,lizabethseung,PTM ESA VERSATILIDAD AKDNSKNDND
803,2022-06-10 04:20:16,jjnvhyk,EL RAP DE YOONGI EN RUN BTS PTM TE AMI
804,2022-06-10 04:18:30,lovexheaven,PTM RUN BTS TE AMOO
805,2022-06-10 04:17:34,aIIforjkny,@jkmioBv KAKDKAKD ptm
806,2022-06-10 04:17:16,_moon_bangtan,PTM RUN BTS DIOS DISL DUISL JIMIN  AA HGFJDKLSÑ
807,2022-06-10 04:16:42,YoonVlights,SE TATUARON ??????????PTM IOMIOMOGJOGOGMOMG
808,2022-06-10 04:15:30,andthv_,"RUN BTS MI ROLAAAAAAAA PTM
#BTS_Proof   #YetToCome 
#ProofOutNow
#ProofisHere
#YetToComeOutNow
#HereIsThePROOF… https://t.co/zVqhL57wW6"
809,2022-06-10 04:14:26,seokblueprint,YOONGI PTM YS8EQLEI2OWK https://t.co/o54N2x3GZg
810,2022-06-10 04:11:12,VK20290663,"RUN BTS EN SPOTIFY TREMENDA JOYA PTM YO SABIA QIE SERIA MI FAV WNNNN

#YETTOCOME #BTS_PROOF 

https://t.co/l40szBQTYK"
811,2022-06-10 04:11:07,Fernand93747508,@SwagDeysi13 PTM QJWNEKWKWJKQNW AAAAAAAA
812,2022-06-10 04:09:49,97Bebe_kook,@iluvsmsg GIGI LA RE PTM SHHHHHHHHHHHHHHHHHHH 😭
813,2022-06-10 04:09:39,rkive_ggk,Ya escucharon run bts kskakaqkq ptm jdkskwkqwkw
814,2022-06-10 04:07:08,CassieLyra13,PTM MAN
815,2022-06-10 04:04:34,vene18hdz,SEOKJIN PTM COMO
816,2022-06-10 04:03:04,agvsmta,YOONGI KSNKDND PTM EIWNEKDKDO
817,2022-06-10 04:02:11,Diaaansy,MW ENCANTAAAAAA PTM
818,2022-06-10 04:00:35,hoonietubbie,BTS PTM
819,2022-06-10 04:00:26,koojuk_,PTM YAAA
820,2022-06-10 04:00:06,hoseoCOCK,PTM AYUSAA
821,2022-06-10 03:59:11,mazapan_7bts,PTM YAAAAAA
822,2022-06-10 03:59:06,lovjeonmaze,"PTM YA CASI HDKAKABDLAKA 

#BTS_Proof   #YetToCome 
#ProofOutNow
#ProofisHere
#YetToComeOutNow
#HereIsThePROOF… https://t.co/Y3gzwWBltA"
823,2022-06-10 03:57:03,pkjmlvs,PTM YA AGAKTA PORUQORO
824,2022-06-10 03:56:51,ceregguk,PTM SEOKJIN YONGI JSDFOAJFAIIJFJ NO PUEDO HODEOK JIMIN NI0OOOSF NSJFNG JIAJNFAKNKADN NO PEJ TAEHYUNG SNDFMBKSNIFAIJ… https://t.co/yrQpI1AKcP
825,2022-06-10 03:52:13,Taebearj,KWKZKW PTM SPRING DAY
826,2022-06-10 03:50:42,pevchylv,@gthayyazrrr semangat ptm
827,2022-06-10 03:46:47,13_jiminluv,"YA EMPEZOOOO PRM PTM PRM PTM 

#BTS_Proof   #YetToCome 
#ProofOutNow
#ProofisHere
#YetToComeOutNow
#HereIsThePROOF… https://t.co/BwkJJSVgfk"
828,2022-06-10 03:39:41,majoylamar,JAKAJA PTM YO https://t.co/D8nRi5YILj
829,2022-06-10 03:37:33,jmxsmile,PTM PTM TMBAKWUEKRHWKDUWJ AAAAAAAAAAAAAAA BASTA
830,2022-06-10 03:25:13,gthayyazrrr,"@fauntlerora belum, ptm"
831,2022-06-10 03:17:41,camisthinking,@rafalkimista PTM CATFISH 😭😭😭
832,2022-06-10 03:16:43,orphilics,"@dimsuom iniii lagii ptm, abis istirahatt"
833,2022-06-10 03:12:47,MattiUl35206042,"@QasimAchakzai6 Da PTM supporters tol jahelan di... Na da pukhto na khabar di ao na da Islam na.
Da musalman pa mar… https://t.co/ol7Xc6oVAG"
834,2022-06-10 03:07:37,theold_nene,"bljr biasa PTM msh 50% giliran ujian wajib masuk 100% ... agak bikin syok sbnrnya.. 😬 

bersyukur smuanya bs dilewati dgn baik.."
835,2022-06-10 02:50:31,linisulsel,"Dua Orang Unismuh Jadi Pemateri di Acara Safari Kampus ASLAMA PTM/PTA 

https://t.co/rufwmFbMAj https://t.co/QSrU5ATDt2"
836,2022-06-10 02:46:03,pernambucoal,"@Amanda_szm bixo, tu eh mto burra ptm KWKSKWKAKKA"
837,2022-06-10 02:41:30,dendenisa,"Br bbrp bulan sekolah mulai full 100% ptm, bukan lg virus yg kmrn.. tp ada flu singapura ada lg skg infeksi mataa..… https://t.co/Mub0FxB5uL"
838,2022-06-10 02:36:07,laMiaenroae,i used to mad at corona . . sebel krena masa masa smp ku kelewat gtu aja. kelas 10 pun masuk ptm di akhir semester… https://t.co/ZBY66zuf0e
839,2022-06-10 02:28:21,ShahabKhan_1,"@Zerodarknerdy1 @RonnyInBlack @ImranKhanPTI Actually ab PTM baki ab hamosh hogy ha, Kyun ky ab unki jaga PTI ny ly… https://t.co/SFDaSUb7dh"
840,2022-06-10 02:23:18,dimsuom,"@orphilics samaaa, kamu ga ptm kah olin??"
841,2022-06-10 02:03:50,fnewthu_,"@schfess Saya sekali. Alasannya? Banyak faktor sih . Terutama faktor internal pada saat covid, ataupun saat ptm, de… https://t.co/lpmSJpAPzy"
842,2022-06-10 02:01:19,hourlybjun,hari ini kalian ptm apa nggak? https://t.co/jQJTXOeVkZ
843,2022-06-10 01:49:05,mdajesty,"@moonareas Pas baru bgt ptm dia bilang ke gua ""yang lain pas dirumah nambah gemuk, kenapa kamu malah kurus?"" Ini aw… https://t.co/OmWwfTiadB"
844,2022-06-10 01:46:18,mporatne,Saat hari lanjut usia nasional dompet dhuafa berpartisipasi dengan adanya Pos Sehat LKC Dompet Dhuafa seperti senam… https://t.co/TplsH7WO1p
845,2022-06-10 01:42:59,neverstory25,@sunwonder_ ptm fkvmgkrlvt
846,2022-06-10 01:22:14,duraznosangrndo,"@oMMMMArL JSJKDDK ptm, yisus help me"
847,2022-06-10 01:12:02,andreardzcr,@mikkkeeel ptm javsksjajajajasjk
848,2022-06-10 01:06:31,gnfcausa,@dnfcogen NABAJBSJAJAJWBKQBS PTM
849,2022-06-10 00:49:56,sorrowbullets,ptm jjgsh o https://t.co/Zt1LsTSgFL https://t.co/RqQNmDBhPQ
850,2022-06-10 00:43:35,Ponggolwatu,Dua Orang Unismuh Jadi Pemateri di Acara Safari Kampus ASLAMA PTM/PTA https://t.co/B2FDNJG9Cq
851,2022-06-10 00:42:58,desraa,"Piket di gate di hari terakhir tahun ajaran. Lebih banyak yg milih PTM hari ini, mana mukanya ceria2 bgt🤣🤣"
852,2022-06-10 00:41:36,korebinnie,"@caalvksj f   i  f   v t    y, katanya slowresp soalnya udah ptm😔😔😔"
853,2022-06-10 00:39:26,kevinmathovani,"Seneng sih ptm lagi, tapi kok jadi asing gini ya? https://t.co/KRyxw8ULW4"
854,2022-06-10 00:36:47,IniPastiDotCom,Dua Orang Unismuh Jadi Pemateri di Acara Safari Kampus ASLAMA PTM/PTA - https://t.co/eJ67qSAiD9 https://t.co/G2eJ0xHSL1
855,2022-06-10 00:32:31,salumisslouis,@lt2ismine Subir** jskejek ptm #WelcomeHomeLouis
856,2022-06-10 00:30:29,devaniflores_,@LT91HSX JAKLAJALAKKAAKA PTM #WelcomeHomeLouis
857,2022-06-10 00:28:23,bangtanmooidz,AHHHH ES BLOOD SWEAT AND TEARS PTMPTM PTM PTM
858,2022-06-10 00:27:56,staargiirrrll,mata bengkak bgt mana mow ptm lg:(
859,2022-06-10 00:21:02,studsarea,"@inizilla Dom surabaya, kak. Sebenernya udh ptm 100% kok, cuman aku ada halangan jadi dibolehin daring:D"
860,2022-06-09 23:36:00,sofiiaamendezz,ptm q hva
861,2022-06-09 23:35:00,RaquelSosa96,Ptm YA!
862,2022-06-09 23:14:05,CarbajalZugey,Ptm ndndndnd https://t.co/7ONRjPGYRv
863,2022-06-09 22:54:05,lingkarjatimcom,"Khofifah Sebut PTM Bisa 100 Persen, Asal ? | LingkarJatim - https://t.co/9mA1cMqZW0 https://t.co/uKtXdO5k0Y"
864,2022-06-09 22:43:50,NaqeebPashtoo13,@HayatPreghal @khybereena Ta kala ptm kawe ... ta kho pa mashar pose chap wo rap zaghady..
865,2022-06-09 22:26:45,EliezerPrez17,"@BouchotMax TU PTM MAXY, TPM https://t.co/omjHkygZPz"
866,2022-06-09 22:10:00,kleinsouza,@rasbt @giffmana @hardmaru Make it PTM
867,2022-06-09 21:50:18,lvsnifuji,Hikaru* ptm
868,2022-06-09 21:35:16,alonso_rr3,Ptm @yoAlvaroDiaz saca ya sayonara
869,2022-06-09 21:06:18,frank_shyaway,@forestdham Ptm ya me spoile
870,2022-06-09 21:04:43,arellano_286,Ptm UANL
871,2022-06-09 20:44:46,teteggkiie,"EL JIKOOK PTM EL JIKOOKKKK

#BTS #BTSFESTA2022 #BTS9thAnniversary @BTS_twt https://t.co/AsQegW6oxY"
872,2022-06-09 19:54:34,Shamppi69,@SajjadQamarPTI Afghanistan ky mujahidin ny Neto ko bhgaa diya our ye Waziristan mn fake war lrr rhy PTM k sath. Ou… https://t.co/B9qhm8Amrv
873,2022-06-09 19:46:18,andre_atiny,Se skdvksbsusqkzvkqzijq suskduq dsuwyiq e isiwb ptm!!!!!!!!!! Mingi!! 🤣🤣 https://t.co/uMVFXezp7W
874,2022-06-09 19:43:07,susimonserrat_,@_jabu06_ Ptm jabu mi presion
